Nombre,Posición,Edad,Nacionalidad,Altura,Pie hábil,Contrato,Valor de mercado,Equipo,Liga,Lesión
Dante,Centre-Back,42,['Brazil'],188,left,6/30/2026,500000,OGCNice,Ligue 1,Team captain
Melvin Bard,Left-Back,24,['France'],173,left,6/30/2028,15000000,OGCNice,Ligue 1,Sin lesión
Ali Abdi,Left-Back,31,['Tunisia'],183,left,6/30/2027,3000000,OGCNice,Ligue 1,Sin lesión
Jonathan Clauss,Right-Back,33,['France'],178,right,6/30/2026,5000000,OGCNice,Ligue 1,Sin lesión
Antoine Mendy,Right-Back,21,"['Senegal', 'France']",187,right,6/30/2028,3000000,OGCNice,Ligue 1,Sin lesión
Charles Vanhoutte,Defensive Midfield,27,['Belgium'],182,right,6/30/2029,7000000,OGCNice,Ligue 1,Sin lesión
Salis Abdul Samed,Defensive Midfield,25,"['Ghana', ""Cote d'Ivoire""]",179,right,6/30/2028,5000000,OGCNice,Ligue 1,Sin lesión
Hicham Boudaoui,Central Midfield,26,['Algeria'],175,right,6/30/2027,15000000,OGCNice,Ligue 1,Sin lesión
Morgan Sanson,Central Midfield,31,['France'],180,right,6/30/2027,5000000,OGCNice,Ligue 1,Sin lesión
Tanguy Ndombélé,Central Midfield,28,"['France', 'DR Congo']",181,right,6/30/2026,4000000,OGCNice,Ligue 1,Sin lesión
Djibril Coulibaly,Central Midfield,16,"['France', 'Mali']",173,right,6/30/2028,500000,OGCNice,Ligue 1,Sin lesión
Tom Louchet,Right Midfield,22,['France'],178,both,6/30/2027,5000000,OGCNice,Ligue 1,Sin lesión
Gabin Bernardeau,Attacking Midfield,19,['France'],181,left,6/30/2028,600000,OGCNice,Ligue 1,Sin lesión
Jérémie Boga,Left Winger,28,"[""Cote d'Ivoire"", 'France']",172,right,6/30/2027,10000000,OGCNice,Ligue 1,Sin lesión
Sofiane Diop,Left Winger,25,"['Morocco', 'France']",175,right,6/30/2027,8000000,OGCNice,Ligue 1,Sin lesión
Isak Jansson,Left Winger,23,['Sweden'],175,right,,6000000,OGCNice,Ligue 1,Sin lesión
Mohamed-Ali Cho,Right Winger,21,"['France', 'England']",182,left,6/30/2028,15000000,OGCNice,Ligue 1,Sin lesión
Tiago Gouveia,Right Winger,24,['Portugal'],176,right,6/30/2026,4000000,OGCNice,Ligue 1,Sin lesión
Terem Moffi,Centre-Forward,26,['Nigeria'],188,left,6/30/2027,15000000,OGCNice,Ligue 1,Calf injury - Return unknown
Kevin Carlos,Centre-Forward,24,"['Spain', 'Nigeria']",186,right,6/30/2030,6000000,OGCNice,Ligue 1,Sin lesión
Bernard Nguene,Centre-Forward,19,['Cameroon'],178,right,6/30/2029,100000,OGCNice,Ligue 1,Sin lesión
Dominik Greif,Goalkeeper,28,['Slovakia'],197,right,6/30/2029,6000000,OlympiquedeLyon,Ligue 1,Sin lesión
Rémy Descamps,Goalkeeper,29,['France'],196,both,6/30/2027,2000000,OlympiquedeLyon,Ligue 1,Hand injury - Return unknown
Lassine Diarra,Goalkeeper,22,['Mali'],190,right,6/30/2027,50000,OlympiquedeLyon,Ligue 1,Sin lesión
Moussa Niakhaté,Centre-Back,29,"['Senegal', 'France']",190,left,6/30/2028,15000000,OlympiquedeLyon,Ligue 1,Sin lesión
Clinton Mata,Centre-Back,32,"['Angola', 'Belgium']",180,right,6/30/2028,3500000,OlympiquedeLyon,Ligue 1,Sin lesión
Ruben Kluivert,Centre-Back,24,"['Netherlands', 'Suriname']",187,right,6/30/2030,2500000,OlympiquedeLyon,Ligue 1,Sin lesión
Abner,Left-Back,25,['Brazil'],181,left,6/30/2029,7000000,OlympiquedeLyon,Ligue 1,Sin lesión
Nicolás Tagliafico,Left-Back,33,"['Argentina', 'Italy']",171,left,6/30/2027,6000000,OlympiquedeLyon,Ligue 1,Sin lesión
Achraf Laâziri,Left-Back,22,['Morocco'],177,left,6/30/2027,800000,OlympiquedeLyon,Ligue 1,Sin lesión
Ainsley Maitland-Niles,Right-Back,28,"['England', 'Jamaica']",180,right,6/30/2027,12000000,OlympiquedeLyon,Ligue 1,Sin lesión
Hans Hateboer,Right-Back,31,['Netherlands'],187,right,6/30/2026,2500000,OlympiquedeLyon,Ligue 1,Sin lesión
Téo Barišić,Right-Back,21,"['Croatia', 'France']",185,right,6/30/2028,,OlympiquedeLyon,Ligue 1,Sin lesión
Orel Mangala,Defensive Midfield,27,"['Belgium', 'DR Congo']",178,right,6/30/2028,15000000,OlympiquedeLyon,Ligue 1,Knee injury - Return expected on 01/12/2025
Tyler Morton,Defensive Midfield,22,['England'],185,right,6/30/2030,12000000,OlympiquedeLyon,Ligue 1,Sin lesión
Tanner Tessmann,Defensive Midfield,24,['United States'],188,right,6/30/2029,10000000,OlympiquedeLyon,Ligue 1,Sin lesión
Mathys De Carvalho,Defensive Midfield,20,"['Portugal', 'France']",183,right,6/30/2028,1000000,OlympiquedeLyon,Ligue 1,Sin lesión
Corentin Tolisso,Central Midfield,31,"['France', 'Togo']",181,right,6/30/2027,12000000,OlympiquedeLyon,Ligue 1,Team captain
Khalis Merah,Central Midfield,18,"['France', 'Algeria']",178,right,6/30/2029,6000000,OlympiquedeLyon,Ligue 1,Sin lesión
Pavel Sulc,Attacking Midfield,24,['Czech Republic'],177,right,6/30/2029,10000000,OlympiquedeLyon,Ligue 1,Sin lesión
Adam Karabec,Attacking Midfield,22,['Czech Republic'],187,left,6/30/2026,6000000,OlympiquedeLyon,Ligue 1,Sin lesión
Malick Fofana,Left Winger,20,"['Belgium', 'Guinea']",169,right,6/30/2028,30000000,OlympiquedeLyon,Ligue 1,Sin lesión
Afonso Moreira,Left Winger,20,['Portugal'],176,right,6/30/2029,400000,OlympiquedeLyon,Ligue 1,Sin lesión
Ernest Nuamah,Right Winger,21,['Ghana'],178,left,6/30/2028,15000000,OlympiquedeLyon,Ligue 1,Cruciate ligament tear - Return unknown
Rachid Ghezzal,Right Winger,33,"['Algeria', 'France']",182,left,6/30/2026,800000,OlympiquedeLyon,Ligue 1,Sin lesión
Martín Satriano,Centre-Forward,24,"['Uruguay', 'Italy']",187,right,6/30/2026,5000000,OlympiquedeLyon,Ligue 1,Sin lesión
Enzo Molebe,Centre-Forward,18,"['France', 'DR Congo']",,right,6/30/2027,100000,OlympiquedeLyon,Ligue 1,Sin lesión
Alejandro Gomes Rodríguez,Centre-Forward,17,"['England', 'Venezuela']",176,right,6/30/2028,100000,OlympiquedeLyon,Ligue 1,Sin lesión
Gerónimo Rulli,Goalkeeper,33,"['Argentina', 'Italy']",189,right,6/30/2027,8000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Jeffrey de Lange,Goalkeeper,27,['Netherlands'],190,right,6/30/2027,2000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Rubén Blanco,Goalkeeper,30,['Spain'],188,right,6/30/2026,1000000,OlympiquedeMarseille,Ligue 1,No eligibility - until 29/01/2026 - UEFA Champions League - 8 matchdays
Jelle Van Neck,Goalkeeper,21,['Belgium'],191,right,6/30/2027,50000,OlympiquedeMarseille,Ligue 1,Sin lesión
Facundo Medina,Centre-Back,26,['Argentina'],184,left,6/30/2026,25000000,OlympiquedeMarseille,Ligue 1,ankle sprain - Return expected on 01/12/2025
Leonardo Balerdi,Centre-Back,26,"['Argentina', 'Italy']",187,right,6/30/2028,20000000,OlympiquedeMarseille,Ligue 1,Team captain
Nayef Aguerd,Centre-Back,29,['Morocco'],190,left,6/30/2030,20000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Benjamin Pavard,Centre-Back,29,['France'],186,right,6/30/2026,20000000,OlympiquedeMarseille,Ligue 1,Sin lesión
CJ Egan-Riley,Centre-Back,22,"['England', 'Ireland']",183,right,6/30/2029,15000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Emerson,Left-Back,31,"['Italy', 'Brazil']",176,left,6/30/2027,10000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Ulisses Garcia,Left-Back,29,"['Switzerland', 'Cape Verde']",182,left,6/30/2028,5000000,OlympiquedeMarseille,Ligue 1,No eligibility - until 29/01/2026 - UEFA Champions League - 8 matchdays
Amir Murillo,Right-Back,29,['Panama'],184,right,6/30/2028,10000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Pol Lirola,Right-Back,28,['Spain'],183,right,6/30/2026,3000000,OlympiquedeMarseille,Ligue 1,No eligibility - until 29/01/2026 - UEFA Champions League - 8 matchdays
Arthur Vermeeren,Defensive Midfield,20,['Belgium'],180,right,6/30/2026,22000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Pierre-Emile Højbjerg,Defensive Midfield,30,"['Denmark', 'France']",185,right,6/30/2028,20000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Geoffrey Kondogbia,Defensive Midfield,32,"['Central African Republic', 'France']",188,left,6/30/2027,7000000,OlympiquedeMarseille,Ligue 1,Calf injury - Return unknown
Matt O'Riley,Central Midfield,24,"['Denmark', 'England']",189,left,6/30/2026,22000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Bilal Nadir,Central Midfield,21,"['Morocco', 'France']",179,left,6/30/2026,9000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Angel Gomes,Attacking Midfield,25,"['England', 'Portugal']",168,right,6/30/2028,20000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Darryl Bakola,Attacking Midfield,17,"['France', 'Congo']",178,right,6/30/2027,1000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Igor Paixão,Left Winger,25,['Brazil'],168,right,6/30/2030,35000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Hamed Traoré,Left Winger,25,"[""Cote d'Ivoire""]",177,right,6/30/2026,20000000,OlympiquedeMarseille,Ligue 1,Dead leg - Return unknown
Mason Greenwood,Right Winger,24,"['England', 'Jamaica']",181,both,6/30/2029,40000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Timothy Weah,Right Winger,25,"['United States', 'France']",183,right,6/30/2026,20000000,OlympiquedeMarseille,Ligue 1,Sin lesión
François Mughe,Right Winger,21,['Cameroon'],173,right,6/30/2028,300000,OlympiquedeMarseille,Ligue 1,Sin lesión
Amine Gouiri,Centre-Forward,25,"['Algeria', 'France']",181,right,6/30/2029,30000000,OlympiquedeMarseille,Ligue 1,Shoulder injury - Return expected on 12/01/2026
Neal Maupay,Centre-Forward,29,"['France', 'Argentina']",171,right,6/30/2028,5000000,OlympiquedeMarseille,Ligue 1,No eligibility - until 29/01/2026 - UEFA Champions League - 8 matchdays
Robinio Vaz,Centre-Forward,18,"['France', 'Guinea-Bissau']",185,right,6/30/2028,4000000,OlympiquedeMarseille,Ligue 1,Sin lesión
Pierre-Emerick Aubameyang,Centre-Forward,36,"['Gabon', 'France']",187,right,6/30/2027,3500000,OlympiquedeMarseille,Ligue 1,Sin lesión
Obed Nkambadio,Goalkeeper,22,"['France', 'DR Congo']",190,right,6/30/2027,7000000,ParisFC,Ligue 1,Sin lesión
Kevin Trapp,Goalkeeper,35,['Germany'],189,right,6/30/2028,2500000,ParisFC,Ligue 1,Sin lesión
Rémy Riou,Goalkeeper,38,['France'],191,right,6/30/2026,100000,ParisFC,Ligue 1,Sin lesión
Otávio,Centre-Back,23,['Brazil'],188,left,6/30/2030,12000000,ParisFC,Ligue 1,Sin lesión
Moustapha Mbow,Centre-Back,25,['Senegal'],192,right,6/30/2028,4000000,ParisFC,Ligue 1,Sin lesión
Samir Chergui,Centre-Back,26,"['Algeria', 'France']",185,right,,2000000,ParisFC,Ligue 1,Sin lesión
Timothée Kolodziejczak,Centre-Back,34,"['France', 'Poland']",183,left,6/30/2026,250000,ParisFC,Ligue 1,Sin lesión
Nhoa Sangui,Left-Back,19,"['France', 'Congo']",178,left,6/30/2030,6000000,ParisFC,Ligue 1,Hamstring injury - Return unknown
Thibault De Smet,Left-Back,27,['Belgium'],183,left,6/30/2027,2500000,ParisFC,Ligue 1,Sin lesión
Tuomas Ollila,Left-Back,25,['Finland'],174,left,6/30/2027,600000,ParisFC,Ligue 1,Sin lesión
Hamari Traoré,Right-Back,33,['Mali'],175,right,6/30/2027,2000000,ParisFC,Ligue 1,Sin lesión
Sofiane Alakouch,Right-Back,27,"['Morocco', 'France']",175,right,6/30/2026,250000,ParisFC,Ligue 1,Sin lesión
Maxime Lopez,Defensive Midfield,27,"['France', 'Algeria']",167,right,6/30/2027,6000000,ParisFC,Ligue 1,Sin lesión
Pierre Lees-Melou,Defensive Midfield,32,['France'],185,right,6/30/2027,6000000,ParisFC,Ligue 1,Sin lesión
Adama Camara,Defensive Midfield,29,"['France', 'Mali']",180,right,6/30/2027,2500000,ParisFC,Ligue 1,Sin lesión
Lohann Doucet,Defensive Midfield,23,"['France', 'Burkina Faso']",180,right,6/30/2027,700000,ParisFC,Ligue 1,Sin lesión
Vincent Marchetti,Central Midfield,28,['France'],178,left,6/30/2026,2000000,ParisFC,Ligue 1,Sin lesión
Moses Simon,Left Winger,30,['Nigeria'],168,right,6/30/2028,10000000,ParisFC,Ligue 1,Sin lesión
Alimami Gory,Left Winger,29,"['France', 'Mali']",182,right,6/30/2026,1500000,ParisFC,Ligue 1,Sin lesión
Julien Lopez,Left Winger,33,"['Algeria', 'France']",173,right,6/30/2026,250000,ParisFC,Ligue 1,Team captain; Calf injury - Return unknown
Ilan Kebbal,Right Winger,27,"['Algeria', 'France']",169,left,6/30/2028,10000000,ParisFC,Ligue 1,Sin lesión
Jonathan Ikoné,Right Winger,27,"['France', 'DR Congo']",175,left,6/30/2027,6000000,ParisFC,Ligue 1,Sin lesión
Mathieu Cafaro,Right Winger,28,['France'],175,right,6/30/2027,2500000,ParisFC,Ligue 1,Adductor pain - Return unknown
Lamine Gueye,Right Winger,27,['Senegal'],178,right,6/30/2026,300000,ParisFC,Ligue 1,Sin lesión
Willem Geubbels,Centre-Forward,24,"['France', 'Netherlands']",186,right,6/30/2030,10000000,ParisFC,Ligue 1,Sin lesión
Jean-Philippe Krasso,Centre-Forward,28,"[""Cote d'Ivoire"", 'France']",187,left,6/30/2027,5000000,ParisFC,Ligue 1,Sin lesión
Pierre-Yves Hamel,Centre-Forward,31,['France'],189,right,6/30/2026,500000,ParisFC,Ligue 1,Adductor pain - Return unknown
Nouha Dicko,Centre-Forward,33,"['Mali', 'France']",173,right,6/30/2026,350000,ParisFC,Ligue 1,Sin lesión
Lucas Chevalier,Goalkeeper,23,['France'],189,right,6/30/2030,40000000,ParisSaint-Germain,Ligue 1,Sin lesión
Matvey Safonov,Goalkeeper,26,['Russia'],192,right,6/30/2029,18000000,ParisSaint-Germain,Ligue 1,Sin lesión
Renato Marin,Goalkeeper,19,"['Italy', 'Brazil']",193,right,6/30/2030,500000,ParisSaint-Germain,Ligue 1,Sin lesión
Willian Pacho,Centre-Back,24,['Ecuador'],187,left,6/30/2029,65000000,ParisSaint-Germain,Ligue 1,Sin lesión
Ilya Zabarnyi,Centre-Back,23,['Ukraine'],189,right,6/30/2030,55000000,ParisSaint-Germain,Ligue 1,Sin lesión
Marquinhos,Centre-Back,31,"['Brazil', 'Portugal']",183,right,6/30/2028,35000000,ParisSaint-Germain,Ligue 1,Team captain
Lucas Beraldo,Centre-Back,21,['Brazil'],186,left,6/30/2028,25000000,ParisSaint-Germain,Ligue 1,Sin lesión
Noham Kamara,Centre-Back,18,"['France', 'Senegal']",185,right,6/30/2028,1000000,ParisSaint-Germain,Ligue 1,Sin lesión
Nuno Mendes,Left-Back,23,['Portugal'],180,left,6/30/2029,75000000,ParisSaint-Germain,Ligue 1,Sin lesión
Lucas Hernández,Left-Back,29,"['France', 'Spain']",184,left,6/30/2028,25000000,ParisSaint-Germain,Ligue 1,Sin lesión
Achraf Hakimi,Right-Back,26,"['Morocco', 'Spain']",181,right,6/30/2029,80000000,ParisSaint-Germain,Ligue 1,Sin lesión
Vitinha,Defensive Midfield,25,['Portugal'],172,right,6/30/2029,90000000,ParisSaint-Germain,Ligue 1,Sin lesión
João Neves,Central Midfield,21,['Portugal'],174,right,6/30/2029,90000000,ParisSaint-Germain,Ligue 1,Sin lesión
Warren Zaïre-Emery,Central Midfield,19,"['France', 'Martinique']",178,right,6/30/2029,50000000,ParisSaint-Germain,Ligue 1,Sin lesión
Fabián Ruiz,Central Midfield,29,['Spain'],189,left,6/30/2027,40000000,ParisSaint-Germain,Ligue 1,Sin lesión
Senny Mayulu,Central Midfield,19,"['France', 'DR Congo']",183,both,6/30/2027,25000000,ParisSaint-Germain,Ligue 1,Sin lesión
Khvicha Kvaratskhelia,Left Winger,24,['Georgia'],183,both,6/30/2029,90000000,ParisSaint-Germain,Ligue 1,Sin lesión
Bradley Barcola,Left Winger,23,"['France', 'Togo']",182,right,6/30/2028,70000000,ParisSaint-Germain,Ligue 1,Sin lesión
Quentin Ndjantou,Left Winger,18,"['France', 'Cameroon']",182,right,6/30/2028,3000000,ParisSaint-Germain,Ligue 1,Sin lesión
Désiré Doué,Right Winger,20,"['France', ""Cote d'Ivoire""]",181,right,6/30/2029,90000000,ParisSaint-Germain,Ligue 1,Sin lesión
Kang-in Lee,Right Winger,24,"['Korea, South']",174,left,6/30/2028,25000000,ParisSaint-Germain,Ligue 1,Sin lesión
Ibrahim Mbaye,Right Winger,17,"['France', 'Senegal']",175,right,6/30/2027,15000000,ParisSaint-Germain,Ligue 1,Sin lesión
Ousmane Dembélé,Centre-Forward,28,['France'],178,both,6/30/2028,100000000,ParisSaint-Germain,Ligue 1,Sin lesión
Gonçalo Ramos,Centre-Forward,24,['Portugal'],185,right,6/30/2028,40000000,ParisSaint-Germain,Ligue 1,Sin lesión
Robin Risser,Goalkeeper,20,['France'],193,right,6/30/2030,5000000,RCLens,Ligue 1,Sin lesión
Régis Gurtner,Goalkeeper,38,['France'],182,right,6/30/2026,150000,RCLens,Ligue 1,Sin lesión
Ilan Jourdren,Goalkeeper,17,['France'],188,,6/30/2029,,RCLens,Ligue 1,Sin lesión
Samson Baidoo,Centre-Back,21,['Austria'],190,right,6/30/2030,8000000,RCLens,Ligue 1,Sin lesión
Malang Sarr,Centre-Back,26,"['France', 'Senegal']",183,left,6/30/2026,7000000,RCLens,Ligue 1,Sin lesión
Jonathan Gradit,Centre-Back,32,['France'],180,right,6/30/2028,4000000,RCLens,Ligue 1,Sin lesión
Nidal Celik,Centre-Back,19,['Bosnia-Herzegovina'],192,right,6/30/2029,1200000,RCLens,Ligue 1,Sin lesión
Ismaëlo Ganiou,Centre-Back,20,"['Burkina Faso', 'France']",185,right,6/30/2027,1000000,RCLens,Ligue 1,Sin lesión
Kyllian Antonio,Centre-Back,17,['France'],183,right,,300000,RCLens,Ligue 1,Sin lesión
Jhoanner Chávez,Left-Back,23,['Ecuador'],182,left,6/30/2028,3500000,RCLens,Ligue 1,Sin lesión
Matthieu Udol,Left-Back,29,"['France', 'Guadeloupe']",178,left,6/30/2028,3500000,RCLens,Ligue 1,Sin lesión
Deiver Machado,Left-Back,32,['Colombia'],180,left,6/30/2026,3000000,RCLens,Ligue 1,Sin lesión
Ruben Aguilar,Right-Back,32,"['France', 'Spain']",172,right,6/30/2028,3500000,RCLens,Ligue 1,Sin lesión
Saud Abdulhamid,Right-Back,26,['Saudi Arabia'],175,right,6/30/2026,3000000,RCLens,Ligue 1,Sin lesión
Hamzat Ojediran,Defensive Midfield,21,['Nigeria'],180,right,6/30/2028,1200000,RCLens,Ligue 1,Sin lesión
Fodé Sylla,Defensive Midfield,19,"['France', 'Guinea']",182,right,6/30/2028,1000000,RCLens,Ligue 1,Called up to national team -  - cross-competition
Mamadou Sangaré,Central Midfield,23,['Mali'],181,left,6/30/2030,8000000,RCLens,Ligue 1,Sin lesión
Andrija Bulatovic,Central Midfield,18,['Montenegro'],180,right,6/30/2028,1000000,RCLens,Ligue 1,Sin lesión
Adrien Thomasson,Attacking Midfield,31,"['France', 'Croatia']",175,right,6/30/2026,5000000,RCLens,Ligue 1,Sin lesión
Alpha Diallo,Attacking Midfield,19,"['France', 'Guinea']",179,right,6/30/2027,,RCLens,Ligue 1,Sin lesión
Abdallah Sima,Left Winger,24,['Senegal'],188,right,6/30/2029,6000000,RCLens,Ligue 1,Sin lesión
Anthony Bermont,Left Winger,20,['France'],187,right,6/30/2027,1000000,RCLens,Ligue 1,Called up to national team -  - cross-competition
Morgan Guilavogui,Right Winger,27,"['Guinea', 'France']",189,right,6/30/2027,4000000,RCLens,Ligue 1,Sin lesión
Florian Thauvin,Second Striker,32,['France'],181,left,6/30/2028,5000000,RCLens,Ligue 1,Sin lesión
Odsonne Édouard,Centre-Forward,27,"['France', 'Haiti']",187,right,6/30/2028,6000000,RCLens,Ligue 1,Sin lesión
Rayan Fofana,Centre-Forward,19,"['France', ""Cote d'Ivoire""]",180,right,6/30/2027,5000000,RCLens,Ligue 1,Sin lesión
Wesley Saïd,Centre-Forward,30,"['France', 'Comoros']",171,right,6/30/2026,3000000,RCLens,Ligue 1,Sin lesión
Florian Sotoca,Centre-Forward,34,['France'],187,right,6/30/2026,2000000,RCLens,Ligue 1,Team captain
Mike Penders,Goalkeeper,20,['Belgium'],200,left,6/30/2026,12000000,RCStrasbourg,Ligue 1,Sin lesión
Stefan Bajic,Goalkeeper,23,"['France', 'Serbia']",188,right,6/30/2026,600000,RCStrasbourg,Ligue 1,Sin lesión
Karl-Johan Johnsson,Goalkeeper,35,['Sweden'],188,right,6/30/2026,300000,RCStrasbourg,Ligue 1,Sin lesión
Mamadou Sarr,Centre-Back,20,"['France', 'Senegal']",194,right,6/30/2026,20000000,RCStrasbourg,Ligue 1,Dead leg - Return unknown
Ismaël Doukouré,Centre-Back,22,"['France', ""Cote d'Ivoire""]",183,right,6/30/2028,18000000,RCStrasbourg,Ligue 1,Sin lesión
Lucas Høgsberg,Centre-Back,19,['Denmark'],187,right,6/30/2030,10000000,RCStrasbourg,Ligue 1,Sin lesión
Andrew Omobamidele,Centre-Back,23,"['Ireland', 'Nigeria']",188,right,6/30/2029,8000000,RCStrasbourg,Ligue 1,Sin lesión
Abakar Sylla,Centre-Back,22,"[""Cote d'Ivoire""]",188,left,6/30/2028,5000000,RCStrasbourg,Ligue 1,Sin lesión
Saïdou Sow,Centre-Back,23,"['Guinea', 'France']",187,right,6/30/2028,4000000,RCStrasbourg,Ligue 1,Cruciate ligament tear - Return unknown
Ben Chilwell,Left-Back,28,"['England', 'New Zealand']",180,left,6/30/2027,15000000,RCStrasbourg,Ligue 1,Sin lesión
Eduard Sobol,Left-Back,30,['Ukraine'],186,left,6/30/2026,900000,RCStrasbourg,Ligue 1,Sin lesión
Guéla Doué,Right-Back,23,"[""Cote d'Ivoire"", 'France']",187,right,6/30/2029,18000000,RCStrasbourg,Ligue 1,Sin lesión
Maxi Oyedele,Defensive Midfield,20,"['Poland', 'England']",183,right,6/30/2030,4000000,RCStrasbourg,Ligue 1,Muscle injury - Return unknown
Rafael Luís,Defensive Midfield,20,['Portugal'],188,left,6/30/2026,4000000,RCStrasbourg,Ligue 1,Sin lesión
Rabby Nzingoula,Defensive Midfield,19,"['France', 'Congo']",183,right,6/30/2027,2500000,RCStrasbourg,Ligue 1,Sin lesión
Valentín Barco,Central Midfield,21,['Argentina'],170,left,6/30/2029,15000000,RCStrasbourg,Ligue 1,Sin lesión
Mathis Amougou,Central Midfield,19,"['France', 'Cameroon']",177,right,6/30/2030,10000000,RCStrasbourg,Ligue 1,Sin lesión
Samir El Mourabet,Central Midfield,20,"['Morocco', 'France']",186,left,6/30/2027,2000000,RCStrasbourg,Ligue 1,Sin lesión
Diego Moreira,Left Midfield,21,"['Belgium', 'Portugal']",179,left,6/30/2029,18000000,RCStrasbourg,Ligue 1,Sin lesión
Sebastian Nanasi,Left Midfield,23,"['Sweden', 'Hungary']",178,right,6/30/2029,18000000,RCStrasbourg,Ligue 1,Sin lesión
Julio Enciso,Attacking Midfield,21,['Paraguay'],173,right,6/30/2029,22000000,RCStrasbourg,Ligue 1,Sin lesión
Kendry Páez,Attacking Midfield,18,['Ecuador'],178,left,6/30/2026,10000000,RCStrasbourg,Ligue 1,Sin lesión
Félix Lemaréchal,Attacking Midfield,22,"['France', ""Cote d'Ivoire""]",180,right,6/30/2029,10000000,RCStrasbourg,Ligue 1,Sin lesión
Martial Godo,Left Winger,22,"[""Cote d'Ivoire"", 'England']",177,right,6/30/2030,4000000,RCStrasbourg,Ligue 1,Sin lesión
Samuel Amo-Ameyaw,Right Winger,19,"['England', 'Ghana']",174,left,6/30/2029,6000000,RCStrasbourg,Ligue 1,Sin lesión
Abdoul Ouattara,Right Winger,20,"[""Cote d'Ivoire"", 'France']",180,,6/30/2029,4000000,RCStrasbourg,Ligue 1,Sin lesión
Emmanuel Emegha,Centre-Forward,22,"['Netherlands', 'Nigeria']",196,right,6/30/2028,25000000,RCStrasbourg,Ligue 1,Team captain; Hamstring injury - Return unknown
Joaquín Panichelli,Centre-Forward,23,['Argentina'],190,right,6/30/2030,12000000,RCStrasbourg,Ligue 1,Sin lesión
Radoslaw Majecki,Goalkeeper,25,['Poland'],193,right,6/30/2026,5000000,StadeBretois29,Ligue 1,Sin lesión
Grégoire Coudert,Goalkeeper,26,['France'],192,left,6/30/2027,500000,StadeBretois29,Ligue 1,Sin lesión
Noah Jauny,Goalkeeper,21,['Ireland'],194,right,6/30/2027,,StadeBretois29,Ligue 1,Sin lesión
Soumaïla Coulibaly,Centre-Back,22,"['France', 'Mali']",191,left,6/30/2026,8000000,StadeBretois29,Ligue 1,Sin lesión
Brendan Chardonnet,Centre-Back,30,['France'],181,right,6/30/2027,6000000,StadeBretois29,Ligue 1,Team captain
Junior Diaz,Centre-Back,22,"[""Cote d'Ivoire"", 'France']",193,right,6/30/2026,5000000,StadeBretois29,Ligue 1,Sin lesión
Julien Le Cardinal,Centre-Back,28,['France'],184,right,6/30/2027,2000000,StadeBretois29,Ligue 1,Sin lesión
Raphaël Le Guen,Centre-Back,19,['France'],196,right,,50000,StadeBretois29,Ligue 1,Sin lesión
Bradley Locko,Left-Back,23,"['France', 'Congo']",180,left,6/30/2027,9000000,StadeBretois29,Ligue 1,Sin lesión
Daouda Guindo,Left-Back,23,['Mali'],183,left,6/30/2026,2000000,StadeBretois29,Ligue 1,Sin lesión
Justin Bourgault,Left-Back,20,['France'],185,left,6/30/2029,800000,StadeBretois29,Ligue 1,Sin lesión
Luck Zogbé,Right-Back,20,"[""Cote d'Ivoire""]",178,right,6/30/2029,2500000,StadeBretois29,Ligue 1,Sin lesión
Kenny Lala,Right-Back,34,"['France', 'Martinique']",178,right,6/30/2027,2000000,StadeBretois29,Ligue 1,Sin lesión
Joris Chotard,Defensive Midfield,24,['France'],179,right,6/30/2029,6000000,StadeBretois29,Ligue 1,Sin lesión
Hamidou Makalou,Defensive Midfield,19,['Mali'],164,right,6/30/2029,800000,StadeBretois29,Ligue 1,Sin lesión
Hugo Magnetti,Central Midfield,27,['France'],180,right,6/30/2027,6000000,StadeBretois29,Ligue 1,Sin lesión
Lucas Tousart,Central Midfield,28,['France'],184,right,6/30/2027,2500000,StadeBretois29,Ligue 1,Sin lesión
Junior Dina Ebimbe,Right Midfield,24,"['France', 'Cameroon']",184,right,6/30/2026,6000000,StadeBretois29,Ligue 1,Sin lesión
Kamory Doumbia,Attacking Midfield,22,['Mali'],170,right,6/30/2029,5000000,StadeBretois29,Ligue 1,Sin lesión
Pathé Mboup,Left Winger,22,['Senegal'],175,right,6/30/2030,2500000,StadeBretois29,Ligue 1,Sin lesión
Romain Del Castillo,Right Winger,29,"['France', 'Spain']",172,left,6/30/2027,7000000,StadeBretois29,Ligue 1,Sin lesión
Mama Baldé,Centre-Forward,29,"['Guinea-Bissau', 'Portugal']",176,right,6/30/2027,4000000,StadeBretois29,Ligue 1,Dead leg - Return unknown
