Nombre,Posición,Edad,Nacionalidad,Altura,Pie hábil,Contrato,Valor de mercado,Equipo,Liga,Lesión
Manu Bueno,Central Midfield,21,['Spain'],178,left,6/30/2026,1500000,SevillaFC,La Liga,Sin lesión
Rubén Vargas,Left Winger,27,"['Switzerland', 'Dominican Republic']",179,right,6/30/2029,11000000,SevillaFC,La Liga,Sin lesión
Alfon González,Left Winger,26,['Spain'],172,,6/30/2028,5000000,SevillaFC,La Liga,sprain - Return unknown
Chidera Ejuke,Left Winger,27,['Nigeria'],176,right,6/30/2027,4000000,SevillaFC,La Liga,Sin lesión
Adnan Januzaj,Right Winger,30,"['Belgium', 'Kosovo']",186,left,6/30/2026,1200000,SevillaFC,La Liga,Sin lesión
Peque Fernández,Second Striker,23,['Spain'],172,right,6/30/2028,3500000,SevillaFC,La Liga,Sin lesión
Isaac Romero,Centre-Forward,25,['Spain'],183,left,6/30/2028,6000000,SevillaFC,La Liga,Sin lesión
Akor Adams,Centre-Forward,25,['Nigeria'],190,right,6/30/2029,5000000,SevillaFC,La Liga,Sin lesión
Alexis Sánchez,Centre-Forward,36,['Chile'],169,right,6/30/2026,1500000,SevillaFC,La Liga,Sin lesión
Julen Agirrezabala,Goalkeeper,24,['Spain'],187,left,6/30/2026,15000000,ValenciaCF,La Liga,Sin lesión
Stole Dimitrievski,Goalkeeper,31,"['North Macedonia', 'Spain']",188,right,6/30/2026,2500000,ValenciaCF,La Liga,Sin lesión
Cristian Rivero,Goalkeeper,27,['Spain'],188,right,6/30/2026,100000,ValenciaCF,La Liga,Sin lesión
César Tárrega,Centre-Back,23,['Spain'],194,right,6/30/2030,15000000,ValenciaCF,La Liga,Sin lesión
José Copete,Centre-Back,26,['Spain'],190,left,6/30/2029,4000000,ValenciaCF,La Liga,Sin lesión
Mouctar Diakhaby,Centre-Back,28,"['Guinea', 'France']",192,right,6/30/2027,3000000,ValenciaCF,La Liga,Muscle injury - Return expected on 10/11/2025
Eray Cömert,Centre-Back,27,"['Switzerland', 'Türkiye']",183,right,6/30/2026,2000000,ValenciaCF,La Liga,Sin lesión
José Gayà,Left-Back,30,['Spain'],172,left,6/30/2027,6000000,ValenciaCF,La Liga,Team captain
Jesús Vázquez,Left-Back,22,['Spain'],182,left,6/30/2028,3000000,ValenciaCF,La Liga,Sin lesión
Thierry Correia,Right-Back,26,"['Portugal', 'Cape Verde']",176,right,6/30/2026,3000000,ValenciaCF,La Liga,Sin lesión
Dimitri Foulquier,Right-Back,32,"['Guadeloupe', 'France']",183,right,6/30/2027,1500000,ValenciaCF,La Liga,Sin lesión
Pepelu,Defensive Midfield,27,['Spain'],186,right,6/30/2028,7500000,ValenciaCF,La Liga,Sin lesión
Baptiste Santamaria,Defensive Midfield,30,['France'],183,right,6/30/2027,5000000,ValenciaCF,La Liga,Sin lesión
Javi Guerra,Central Midfield,22,['Spain'],187,right,6/30/2029,25000000,ValenciaCF,La Liga,Sin lesión
Filip Ugrinic,Central Midfield,26,['Switzerland'],184,right,6/30/2029,7000000,ValenciaCF,La Liga,Sin lesión
André Almeida,Attacking Midfield,25,['Portugal'],176,right,6/30/2029,10000000,ValenciaCF,La Liga,Sin lesión
Lucas Beltrán,Attacking Midfield,24,"['Argentina', 'Italy']",176,right,6/30/2026,10000000,ValenciaCF,La Liga,Sin lesión
Largie Ramazani,Left Winger,24,"['Belgium', 'Burundi']",168,right,6/30/2026,7500000,ValenciaCF,La Liga,Muscle injury - Return expected on 17/11/2025
Arnaut Danjuma,Left Winger,28,"['Netherlands', 'Nigeria']",178,right,6/30/2028,4000000,ValenciaCF,La Liga,Sin lesión
Luis Rioja,Left Winger,32,['Spain'],176,left,6/30/2026,2000000,ValenciaCF,La Liga,Sin lesión
Diego López,Right Winger,23,['Spain'],172,right,6/30/2029,15000000,ValenciaCF,La Liga,Sin lesión
Dani Raba,Second Striker,29,['Spain'],185,left,6/30/2027,2500000,ValenciaCF,La Liga,Sin lesión
Hugo Duro,Centre-Forward,25,['Spain'],177,left,6/30/2028,16000000,ValenciaCF,La Liga,Sin lesión
Luiz Júnior,Goalkeeper,24,"['Brazil', 'Portugal']",192,left,6/30/2030,10000000,VillarealCF,La Liga,Sin lesión
Diego Conde,Goalkeeper,26,['Spain'],188,right,6/30/2029,5000000,VillarealCF,La Liga,Sin lesión
Arnau Tenas,Goalkeeper,24,['Spain'],185,right,6/30/2029,4000000,VillarealCF,La Liga,Sin lesión
Renato Veiga,Centre-Back,22,"['Portugal', 'Cape Verde']",190,left,6/30/2032,25000000,VillarealCF,La Liga,Sin lesión
Logan Costa,Centre-Back,24,"['Cape Verde', 'France']",190,right,6/30/2030,18000000,VillarealCF,La Liga,Cruciate ligament tear - Return expected on 01/03/2026
Juan Foyth,Centre-Back,27,"['Argentina', 'Spain']",187,right,6/30/2029,15000000,VillarealCF,La Liga,Sin lesión
Rafa Marín,Centre-Back,23,['Spain'],191,right,6/30/2026,10000000,VillarealCF,La Liga,Sin lesión
Willy Kambwala,Centre-Back,21,"['France', 'DR Congo']",192,right,6/30/2029,4000000,VillarealCF,La Liga,Hamstring injury - Return expected on 01/01/2026
Sergi Cardona,Left-Back,26,['Spain'],186,both,6/30/2027,10000000,VillarealCF,La Liga,Sin lesión
Alfonso Pedraza,Left-Back,29,['Spain'],184,left,6/30/2026,2500000,VillarealCF,La Liga,Sin lesión
Santiago Mouriño,Right-Back,23,"['Uruguay', 'Spain']",186,right,6/30/2030,10000000,VillarealCF,La Liga,Sin lesión
Pau Navarro,Right-Back,20,['Spain'],185,right,6/30/2030,3000000,VillarealCF,La Liga,Sin lesión
Adrià Altimira,Right-Back,24,['Spain'],170,right,6/30/2026,1500000,VillarealCF,La Liga,Sin lesión
Pape Gueye,Defensive Midfield,26,"['Senegal', 'France']",189,left,6/30/2028,25000000,VillarealCF,La Liga,Sin lesión
Thomas Partey,Defensive Midfield,32,['Ghana'],185,right,6/30/2026,8000000,VillarealCF,La Liga,Sin lesión
Santi Comesaña,Central Midfield,29,['Spain'],188,both,6/30/2028,8000000,VillarealCF,La Liga,Sin lesión
Dani Parejo,Central Midfield,36,['Spain'],182,right,6/30/2026,1500000,VillarealCF,La Liga,Sin lesión
Alberto Moleiro,Left Winger,22,"['Spain', 'Cuba']",171,right,6/30/2030,25000000,VillarealCF,La Liga,Sin lesión
Manor Solomon,Left Winger,26,"['Israel', 'Portugal']",170,right,6/30/2026,14000000,VillarealCF,La Liga,Sin lesión
Ilias Akhomach,Right Winger,21,"['Morocco', 'Spain']",175,left,6/30/2026,15000000,VillarealCF,La Liga,Sin lesión
Tajon Buchanan,Right Winger,26,"['Canada', 'Jamaica']",183,right,6/30/2030,9000000,VillarealCF,La Liga,Sin lesión
Nicolas Pépé,Right Winger,30,"[""Cote d'Ivoire"", 'France']",183,left,6/30/2028,7500000,VillarealCF,La Liga,Sin lesión
Georges Mikautadze,Centre-Forward,24,"['Georgia', 'France']",176,right,6/30/2031,30000000,VillarealCF,La Liga,Sin lesión
Tani Oluwaseyi,Centre-Forward,25,"['Canada', 'Nigeria']",188,right,6/30/2030,8000000,VillarealCF,La Liga,Sin lesión
Ayoze Pérez,Centre-Forward,32,['Spain'],178,right,6/30/2028,7500000,VillarealCF,La Liga,Sin lesión
Gerard Moreno,Centre-Forward,33,['Spain'],180,left,6/30/2027,3000000,VillarealCF,La Liga,Team captain
Pau Cabanes,Centre-Forward,20,['Spain'],179,right,6/30/2028,800000,VillarealCF,La Liga,Cruciate ligament tear - Return expected on 26/04/2026
Donovan Léon,Goalkeeper,32,"['French Guiana', 'France']",187,right,6/30/2027,1000000,AJAuxerre,Ligue 1,Sin lesión
Théo De Percin,Goalkeeper,24,"['France', 'Martinique']",185,right,6/30/2028,300000,AJAuxerre,Ligue 1,Sin lesión
Tom Negrel,Goalkeeper,22,['France'],192,right,6/30/2026,50000,AJAuxerre,Ligue 1,Sin lesión
Louis Mezerette,Goalkeeper,19,['France'],,right,6/30/2028,,AJAuxerre,Ligue 1,Sin lesión
Clément Akpa,Centre-Back,23,"[""Cote d'Ivoire"", 'France']",181,left,6/30/2028,7000000,AJAuxerre,Ligue 1,Sin lesión
Sinaly Diomandé,Centre-Back,24,"[""Cote d'Ivoire""]",184,right,6/30/2027,5000000,AJAuxerre,Ligue 1,Groin injury - Return unknown
Francisco Sierralta,Centre-Back,28,"['Chile', 'Spain']",192,right,6/30/2029,1500000,AJAuxerre,Ligue 1,Sin lesión
Telli Siwe,Centre-Back,20,"['France', 'Cameroon']",,right,6/30/2029,1000000,AJAuxerre,Ligue 1,Knee injury - Return unknown
Elikya Legros,Centre-Back,17,"['France', 'DR Congo']",,right,6/30/2028,,AJAuxerre,Ligue 1,Sin lesión
Gideon Mensah,Left-Back,27,['Ghana'],178,left,6/30/2026,4000000,AJAuxerre,Ligue 1,Sin lesión
Fredrik Oppegård,Left-Back,23,['Norway'],175,left,6/30/2028,600000,AJAuxerre,Ligue 1,Sin lesión
Marvin Senaya,Right-Back,24,"['France', 'Togo']",181,right,6/30/2029,3000000,AJAuxerre,Ligue 1,Sin lesión
Lamine Sy,Right-Back,23,"['France', 'Senegal']",171,right,6/30/2029,500000,AJAuxerre,Ligue 1,Sin lesión
Elisha Owusu,Defensive Midfield,27,"['Ghana', 'France']",182,right,6/30/2027,3000000,AJAuxerre,Ligue 1,Sin lesión
Oussama El Azzouzi,Defensive Midfield,24,"['Morocco', 'Netherlands']",189,right,6/30/2026,1400000,AJAuxerre,Ligue 1,Sin lesión
Assane Dioussé,Defensive Midfield,28,['Senegal'],175,left,6/30/2026,700000,AJAuxerre,Ligue 1,Sin lesión
Nathan Buayi-Kiala,Defensive Midfield,21,"['France', 'DR Congo']",177,right,6/30/2026,100000,AJAuxerre,Ligue 1,Sin lesión
Kévin Danois,Central Midfield,21,"['France', 'Guadeloupe']",183,right,6/30/2029,10000000,AJAuxerre,Ligue 1,Sin lesión
Rudy Matondo,Central Midfield,17,"['France', 'Congo']",180,right,6/30/2028,1500000,AJAuxerre,Ligue 1,Sin lesión
Tidiane Devernois,Central Midfield,18,"['France', 'Senegal']",180,right,6/30/2028,,AJAuxerre,Ligue 1,Sin lesión
Ibrahim Osman,Left Winger,20,['Ghana'],179,right,6/30/2026,10000000,AJAuxerre,Ligue 1,Sin lesión
Josué Casimir,Right Winger,24,"['Haiti', 'Guadeloupe']",178,right,6/30/2028,4000000,AJAuxerre,Ligue 1,Sin lesión
Lasso Coulibaly,Right Winger,23,"[""Cote d'Ivoire""]",176,right,6/30/2028,1200000,AJAuxerre,Ligue 1,Sin lesión
Lassine Sinayoko,Centre-Forward,25,"['Mali', 'France']",186,right,6/30/2026,7000000,AJAuxerre,Ligue 1,Sin lesión
Sékou Mara,Centre-Forward,23,"['France', 'Senegal']",183,right,6/30/2026,5000000,AJAuxerre,Ligue 1,Sin lesión
Danny Namaso,Centre-Forward,25,"['Cameroon', 'England']",182,right,6/30/2026,4000000,AJAuxerre,Ligue 1,Sin lesión
Ryan Rodin,Centre-Forward,19,"['France', 'Martinique']",194,right,6/30/2028,,AJAuxerre,Ligue 1,Sin lesión
Hervé Koffi,Goalkeeper,29,"['Burkina Faso', ""Cote d'Ivoire""]",186,right,6/30/2026,1200000,AngersSCO,Ligue 1,Sin lesión
Melvin Zinga,Goalkeeper,23,"['Congo', 'France']",187,left,6/30/2026,300000,AngersSCO,Ligue 1,Sin lesión
Oumar Pona,Goalkeeper,19,"['Mali', 'France']",189,right,6/30/2027,,AngersSCO,Ligue 1,Sin lesión
Emmanuel Biumla,Centre-Back,20,"['France', 'Cameroon']",185,right,6/30/2028,3000000,AngersSCO,Ligue 1,stomach problems - Return unknown
Jordan Lefort,Centre-Back,32,['France'],184,left,6/30/2026,1500000,AngersSCO,Ligue 1,Sin lesión
Ousmane Camara,Centre-Back,22,"['Mali', 'France']",197,right,6/30/2029,1000000,AngersSCO,Ligue 1,Sin lesión
Abdoulaye Bamba,Centre-Back,35,"[""Cote d'Ivoire"", 'Italy']",182,right,6/30/2026,300000,AngersSCO,Ligue 1,Sin lesión
Jacques Ekomié,Left-Back,22,"['Gabon', 'France']",179,left,6/30/2027,1500000,AngersSCO,Ligue 1,Sin lesión
Florent Hanin,Left-Back,35,['France'],177,left,6/30/2026,300000,AngersSCO,Ligue 1,Sin lesión
Dan Sinaté,Left-Back,19,"['Mali', 'France']",181,left,6/30/2029,,AngersSCO,Ligue 1,Sin lesión
Carlens Arcus,Right-Back,29,['Haiti'],176,right,6/30/2026,1800000,AngersSCO,Ligue 1,Sin lesión
Lilian Raolisoa,Right-Back,25,"['France', 'Madagascar']",178,right,6/30/2028,1500000,AngersSCO,Ligue 1,Sin lesión
Marius Louër,Right-Back,18,['France'],181,right,6/30/2028,100000,AngersSCO,Ligue 1,Sin lesión
Marius Courcoul,Defensive Midfield,18,['France'],182,right,6/30/2026,700000,AngersSCO,Ligue 1,Sin lesión
Yassin Belkhdim,Central Midfield,23,"['Morocco', 'France']",175,right,6/30/2028,2500000,AngersSCO,Ligue 1,Sin lesión
Haris Belkebla,Central Midfield,31,"['Algeria', 'France']",177,right,6/30/2026,2000000,AngersSCO,Ligue 1,Team captain
Louis Mouton,Central Midfield,23,['France'],180,right,6/30/2028,1000000,AngersSCO,Ligue 1,Sin lesión
Pierrick Capelle,Central Midfield,38,['France'],181,left,6/30/2026,200000,AngersSCO,Ligue 1,Sin lesión
Himad Abdelli,Attacking Midfield,25,"['Algeria', 'France']",185,right,6/30/2026,7000000,AngersSCO,Ligue 1,Sin lesión
Amine Sbaï,Left Winger,24,"['Morocco', 'France']",175,right,6/30/2027,750000,AngersSCO,Ligue 1,Sin lesión
Jim Allevinah,Right Winger,30,"['Gabon', 'France']",172,right,6/30/2027,1500000,AngersSCO,Ligue 1,Calf injury - Return expected on 01/11/2025
Justin Kalumba,Right Winger,20,"['France', 'DR Congo']",171,left,6/30/2026,800000,AngersSCO,Ligue 1,Sin lesión
Sidiki Chérif,Centre-Forward,18,"['France', 'Guinea']",185,right,6/30/2028,2000000,AngersSCO,Ligue 1,Sin lesión
Prosper Peter,Centre-Forward,18,"['France', 'Nigeria']",177,right,6/30/2027,1000000,AngersSCO,Ligue 1,Dead leg - Return unknown
Lanroy Machine,Centre-Forward,20,"['France', 'French Guiana']",183,right,,700000,AngersSCO,Ligue 1,Sin lesión
Philipp Köhn,Goalkeeper,27,"['Switzerland', 'Germany']",190,right,6/30/2028,5000000,ASMonaco,Ligue 1,Sin lesión
Lukas Hradecky,Goalkeeper,35,"['Finland', 'Slovakia']",192,right,6/30/2027,2000000,ASMonaco,Ligue 1,Knee injury - Return expected on 31/10/2025
Jules Stawiecki,Goalkeeper,18,"['France', 'Poland']",186,left,6/30/2029,200000,ASMonaco,Ligue 1,Sin lesión
Yann Lienard,Goalkeeper,22,['France'],194,right,6/30/2027,100000,ASMonaco,Ligue 1,Sin lesión
Thilo Kehrer,Centre-Back,29,"['Germany', 'Burundi']",186,both,6/30/2028,20000000,ASMonaco,Ligue 1,Sin lesión
Christian Mawissa,Centre-Back,20,"['France', 'DR Congo']",184,left,6/30/2029,15000000,ASMonaco,Ligue 1,Hamstring injury - Return expected on 31/10/2025
Mohammed Salisu,Centre-Back,26,['Ghana'],188,left,6/30/2028,10000000,ASMonaco,Ligue 1,Sin lesión
Eric Dier,Centre-Back,31,"['England', 'Portugal']",191,right,6/30/2028,8000000,ASMonaco,Ligue 1,Hamstring injury - Return expected on 16/11/2025
Caio Henrique,Left-Back,28,"['Brazil', 'Spain']",178,left,6/30/2027,15000000,ASMonaco,Ligue 1,Sin lesión
Kassoum Ouattara,Left-Back,21,"['France', ""Cote d'Ivoire""]",176,left,6/30/2028,7000000,ASMonaco,Ligue 1,Sin lesión
Vanderson,Right-Back,24,['Brazil'],173,right,6/30/2028,20000000,ASMonaco,Ligue 1,Hamstring injury - Return unknown
Jordan Teze,Right-Back,26,"['Netherlands', 'Congo']",183,right,6/30/2029,9000000,ASMonaco,Ligue 1,Sin lesión
Denis Zakaria,Defensive Midfield,28,"['Switzerland', 'DR Congo']",190,right,6/30/2028,30000000,ASMonaco,Ligue 1,Team captain; Adductor injury - Return expected on 17/11/2025
Aladji Bamba,Defensive Midfield,19,"['France', 'Guinea']",181,right,6/30/2030,2500000,ASMonaco,Ligue 1,Sin lesión
Lamine Camara,Central Midfield,21,['Senegal'],173,right,6/30/2029,30000000,ASMonaco,Ligue 1,Ankle sprain - Return expected on 30/11/2025
Paul Pogba,Central Midfield,32,"['France', 'Guinea']",191,both,6/30/2027,5000000,ASMonaco,Ligue 1,Thigh problems - Return expected on 31/10/2025
Mamadou Coulibaly,Central Midfield,21,"['France', 'Mali']",179,left,6/30/2028,4000000,ASMonaco,Ligue 1,Sin lesión
Aleksandr Golovin,Attacking Midfield,29,['Russia'],178,right,6/30/2029,20000000,ASMonaco,Ligue 1,Sin lesión
Stanis Idumbo,Attacking Midfield,20,"['Belgium', 'DR Congo']",171,right,6/30/2030,5000000,ASMonaco,Ligue 1,Sin lesión
Takumi Minamino,Left Winger,30,['Japan'],172,right,6/30/2027,15000000,ASMonaco,Ligue 1,Sin lesión
Ansu Fati,Left Winger,22,"['Spain', 'Guinea-Bissau']",178,right,6/30/2026,10000000,ASMonaco,Ligue 1,Sin lesión
Lucas Michal,Left Winger,20,"['France', 'Martinique']",185,right,6/30/2029,1000000,ASMonaco,Ligue 1,Sin lesión
Maghnes Akliouche,Right Winger,23,"['France', 'Algeria']",183,left,6/30/2028,45000000,ASMonaco,Ligue 1,Sin lesión
Krépin Diatta,Right Winger,26,['Senegal'],175,right,6/30/2026,5000000,ASMonaco,Ligue 1,Sin lesión
Mika Biereth,Centre-Forward,22,"['Denmark', 'England']",187,right,6/30/2030,30000000,ASMonaco,Ligue 1,Sin lesión
Folarin Balogun,Centre-Forward,24,"['United States', 'England']",178,right,6/30/2028,18000000,ASMonaco,Ligue 1,Sin lesión
George Ilenikhena,Centre-Forward,19,"['Nigeria', 'France']",185,left,6/30/2029,15000000,ASMonaco,Ligue 1,Sin lesión
Paris Brunner,Centre-Forward,19,"['Germany', 'DR Congo']",186,right,6/30/2028,1500000,ASMonaco,Ligue 1,Sin lesión
Yvon Mvogo,Goalkeeper,31,"['Switzerland', 'Cameroon']",190,right,6/30/2027,3000000,FCLorient,Ligue 1,Sin lesión
Bingourou Kamara,Goalkeeper,29,"['Senegal', 'France']",195,right,6/30/2027,800000,FCLorient,Ligue 1,Sin lesión
Benjamin Leroy,Goalkeeper,36,['France'],184,right,6/30/2026,150000,FCLorient,Ligue 1,Sin lesión
Montassar Talbi,Centre-Back,27,"['Tunisia', 'France']",190,right,6/30/2027,6000000,FCLorient,Ligue 1,Sin lesión
Bamo Meïté,Centre-Back,23,"[""Cote d'Ivoire"", 'France']",184,right,6/30/2026,4000000,FCLorient,Ligue 1,Sin lesión
Abdoulaye Faye,Centre-Back,21,['Senegal'],191,left,6/30/2026,3000000,FCLorient,Ligue 1,Yellow card suspension - until 30/10/2025 - Ligue 1 - 1 matchday; Foot injury - Return expected on 31/12/2025
Isaak Touré,Centre-Back,22,"['France', ""Cote d'Ivoire""]",206,left,6/30/2028,3000000,FCLorient,Ligue 1,Cruciate ligament surgery - Return unknown
Nathaniel Adjei,Centre-Back,23,['Ghana'],191,right,6/30/2026,1500000,FCLorient,Ligue 1,Sin lesión
Darlin Yongwa,Left-Back,25,['Cameroon'],177,left,6/30/2026,3000000,FCLorient,Ligue 1,Sin lesión
Arsène Kouassi,Left-Back,21,"['Burkina Faso', ""Cote d'Ivoire""]",178,left,6/30/2029,2000000,FCLorient,Ligue 1,Sin lesión
Igor Silva,Right-Back,29,['Brazil'],173,right,6/30/2026,1000000,FCLorient,Ligue 1,Sin lesión
Dermane Karim,Defensive Midfield,21,['Togo'],178,right,6/30/2026,3000000,FCLorient,Ligue 1,Sin lesión
Laurent Abergel,Defensive Midfield,32,['France'],170,right,6/30/2029,2500000,FCLorient,Ligue 1,Team captain
Arthur Avom,Central Midfield,20,['Cameroon'],173,right,6/30/2026,7000000,FCLorient,Ligue 1,Sin lesión
Jean-Victor Makengo,Central Midfield,27,"['France', 'DR Congo']",177,left,6/30/2027,2500000,FCLorient,Ligue 1,Sin lesión
Noah Cadiou,Central Midfield,27,"['Guadeloupe', 'France']",191,right,6/30/2029,1200000,FCLorient,Ligue 1,Sin lesión
Panos Katseris,Right Midfield,24,['Greece'],187,right,6/30/2028,2500000,FCLorient,Ligue 1,Dead leg - Return unknown
Théo Le Bris,Left Midfield,23,['France'],170,right,6/30/2027,1500000,FCLorient,Ligue 1,Sin lesión
Bandiougou Fadiga,Attacking Midfield,24,"['France', 'Mali']",178,right,6/30/2028,300000,FCLorient,Ligue 1,Injury to the ankle - Return unknown
Trevan Sanusi,Left Winger,18,"['England', 'Nigeria']",,right,6/30/2026,500000,FCLorient,Ligue 1,ankle sprain - Return unknown
Joel Mvuka,Right Winger,22,['Norway'],176,right,6/30/2027,2500000,FCLorient,Ligue 1,Sin lesión
Pablo Pagis,Centre-Forward,22,['France'],180,both,6/30/2027,4000000,FCLorient,Ligue 1,Sin lesión
Sambou Soumano,Centre-Forward,24,['Senegal'],182,right,6/30/2026,4000000,FCLorient,Ligue 1,Sin lesión
Mohamed Bamba,Centre-Forward,23,"[""Cote d'Ivoire"", 'Guinea']",185,right,6/30/2028,3000000,FCLorient,Ligue 1,Sin lesión
Bamba Dieng,Centre-Forward,25,['Senegal'],178,right,6/30/2026,2000000,FCLorient,Ligue 1,Sin lesión
Aiyegun Tosin,Centre-Forward,27,"['Benin', 'Nigeria']",179,right,6/30/2027,2000000,FCLorient,Ligue 1,Sin lesión
Jonathan Fischer,Goalkeeper,23,['Denmark'],198,left,6/30/2029,3500000,FCMetz,Ligue 1,Sin lesión
Pape Sy,Goalkeeper,28,['Senegal'],206,right,6/30/2026,300000,FCMetz,Ligue 1,Sin lesión
Ousmane Ba,Goalkeeper,23,['Senegal'],185,right,6/30/2027,150000,FCMetz,Ligue 1,Adductor pain - Return unknown
Sadibou Sané,Centre-Back,21,['Senegal'],182,right,6/30/2027,5000000,FCMetz,Ligue 1,Red card suspension - until 03/11/2025 - Ligue 1 - 3 matchdays
Terry Yegbe,Centre-Back,24,['Ghana'],195,left,6/30/2029,2500000,FCMetz,Ligue 1,Sin lesión
Michel Mboula,Centre-Back,22,['Gabon'],185,left,6/30/2028,1200000,FCMetz,Ligue 1,Hamstring injury - Return unknown
Fodé Ballo-Touré,Left-Back,28,"['Senegal', 'France']",182,left,6/30/2026,1200000,FCMetz,Ligue 1,Sin lesión
Yannis Lawson,Left-Back,20,['Belgium'],179,left,6/30/2028,300000,FCMetz,Ligue 1,Sin lesión
Koffi Kouao,Right-Back,27,"[""Cote d'Ivoire"", 'Ghana']",173,right,6/30/2026,2000000,FCMetz,Ligue 1,Sin lesión
Maxime Colin,Right-Back,33,['France'],180,right,6/30/2027,300000,FCMetz,Ligue 1,Sin lesión
Cléo Mélières,Right-Back,20,['France'],,right,6/30/2026,,FCMetz,Ligue 1,Sin lesión
Boubacar Traoré,Defensive Midfield,24,['Mali'],183,right,6/30/2026,5000000,FCMetz,Ligue 1,Sin lesión
Jean-Philippe Gbamin,Defensive Midfield,30,"[""Cote d'Ivoire"", 'France']",186,right,6/30/2026,2000000,FCMetz,Ligue 1,Sin lesión
Alpha Touré,Defensive Midfield,19,['Senegal'],180,left,6/30/2028,1000000,FCMetz,Ligue 1,Sin lesión
Benjamin Stambouli,Defensive Midfield,35,"['France', 'Algeria']",180,right,6/30/2026,400000,FCMetz,Ligue 1,Sin lesión
Jessy Deminguet,Central Midfield,27,['France'],178,left,6/30/2028,2500000,FCMetz,Ligue 1,Sin lesión
Ismaël Guerti,Attacking Midfield,21,"['Morocco', 'France']",178,right,6/30/2027,50000,FCMetz,Ligue 1,Sin lesión
Cheikh Sabaly,Left Winger,26,['Senegal'],168,right,6/30/2026,4000000,FCMetz,Ligue 1,Sin lesión
Giorgi Abuashvili,Left Winger,22,['Georgia'],175,right,6/30/2026,1000000,FCMetz,Ligue 1,Sin lesión
Morgan Bokele,Left Winger,21,"['Cameroon', 'France']",175,right,6/30/2028,800000,FCMetz,Ligue 1,Sin lesión
Gauthier Hein,Right Winger,29,['France'],170,left,6/30/2028,4000000,FCMetz,Ligue 1,Team captain
